ship_city,ship_state,ship_postal_code,ship_country
SAMBHAR,RAJASTHAN,303604.0,IN
delhi,delhi,110006.0,IN
TIRUNELVELI,TAMIL NADU,627007.0,IN
ASANSOL,WEST BENGAL,713302.0,IN
Aligarh,UTTAR PRADESH,202002.0,IN
BAGALKOT,KARNATAKA,587103.0,IN
BHATKULI,MAHARASHTRA,444801.0,IN
Goalghar port blair,ANDAMAN & NICOBAR ,744101.0,IN
ABOHAR,PUNJAB,152116.0,IN
MIRAJ,MAHARASHTRA,416410.0,IN
NANDED maharashtra,MAHARASHTRA,431604.0,IN
Kayankulam,KERALA,690501.0,IN
KALYAN,MAHARASHTRA,400612.0,IN
PUTHUKKAD,KERALA,680302.0,IN
ONGALLUR I,KERALA,679336.0,IN
KARUR,TAMIL NADU,639005.0,IN
RAMANATHAPURAM,TAMIL NADU,623518.0,IN
ASANSOL,WEST BENGAL,713340.0,IN
Nautanwa,UTTAR PRADESH,273164.0,IN
Secunderabad,TELANGANA,500061.0,IN
AGARTALA,TRIPURA,799005.0,IN
LADNU,RAJASTHAN,341306.0,IN
KASARAGOD,KERALA,671123.0,IN
Dhaligaon,ASSAM,783385.0,IN
VALPOI,GOA,403506.0,IN
Thrissur,KERALA,680631.0,IN
LATUR,MAHARASHTRA,413514.0,IN
RAJSAMAND,RAJASTHAN,313324.0,IN
WADGAON,MAHARASHTRA,416112.0,IN
rajar hat,WEST BENGAL,700059.0,IN
TITLAGARH,ODISHA,767033.0,IN
ALAPPUZHA,KERALA,688008.0,IN
HYDERABAD,TELANGANA,500007.0,IN
KUDUR,KARNATAKA,562127.0,IN
KATHUA,JAMMU & KASHMIR,184104.0,IN
BOLPUR,WEST BENGAL,731204.0,IN
Kumbakonam,TAMIL NADU,612303.0,IN
Suntikoppa,KARNATAKA,571237.0,IN
Kanpur,UTTAR PRADESH,208012.0,IN
Bhubaneswar,ODISHA,751009.0,IN
Greater Noida,UTTAR PRADESH,201306.0,IN
CHIMAKURTHY,ANDHRA PRADESH,523226.0,IN
BHARUCH,Gujarat,392015.0,IN
Chennai,TAMIL NADU,600102.0,IN
AHMEDABAD,Gujarat,382210.0,IN
Kochi,KERALA,682024.0,IN
IIE INDUSTRIAL ESTATE TATASU MAZADI,UTTARAKHAND,246474.0,IN
HARUR,TAMIL NADU,636903.0,IN
DAMAN,DADRA AND NAGAR,396220.0,IN
IRAGAVARAM,ANDHRA PRADESH,534320.0,IN
KANJIRAPPALLY,KERALA,686508.0,IN
Along,ARUNACHAL PRADESH,791001.0,IN
LUCKNOW,UTTAR PRADESH,226019.0,IN
Para,WEST BENGAL,723155.0,IN
MAHARAJGANJ,BIHAR,841238.0,IN
MIRA ROAD EAST,MAHARASHTRA,401107.0,IN
Kozhikode,KERALA,673612.0,IN
Guwahati,ASSAM,781001.0,IN
BHOPAL,MADHYA PRADESH,462010.0,IN
THUVAKUDI,TAMIL NADU,620014.0,IN
Hyderabad,TELANGANA,500011.0,IN
Salem,TAMIL NADU,636005.0,IN
THIRUVALLA,KERALA,689541.0,IN
BASUDEBPUR MURSHIDABAD DISTRICT,WEST BENGAL,742224.0,IN
LUDHIANA,PUNJAB,141112.0,IN
PORATHISSERY,KERALA,680711.0,IN
City -dharuhera,HARYANA,123106.0,IN
Neduva,KERALA,676306.0,IN
Anantapur,ANDHRA PRADESH,515001.0,IN
Kunnamthanam,KERALA,689581.0,IN
MUMBAI -13,MAHARASHTRA,400013.0,IN
WANKANER,Gujarat,363621.0,IN
Delhi,New Delhi,110059.0,IN
PALI,RAJASTHAN,306709.0,IN
Kolhapur,MAHARASHTRA,416003.0,IN
Trivandrum,KERALA,695012.0,IN
"Hyderabad, Ranga Reddy",TELANGANA,500084.0,IN
Kolkata,WEST BENGAL,700091.0,IN
Hailakandi,ASSAM,788164.0,IN
UTTAR LATABARI,WEST BENGAL,735217.0,IN
KUSHINAGAR,UTTAR PRADESH,274302.0,IN
Bengaluru,KARNATAKA,560058.0,IN
VISHRAMPUR,CHHATTISGARH,497229.0,IN
ADBHAR,CHHATTISGARH,495695.0,IN
PALAKKAD,KERALA,679513.0,IN
KARKALA,KARNATAKA,576117.0,IN
New delhi,DELHI,110092.0,IN
BENGALURU,KARNATAKA,562162.0,IN
THIRUVARUR,TAMIL NADU,614015.0,IN
Hyderabad,TELANGANA,500005.0,IN
THIRUVANANTHAPURAM,KERALA,695606.0,IN
Hyderabad,TELANGANA,500020.0,IN
YELESWARAM,ANDHRA PRADESH,533429.0,IN
Silliguri,WEST BENGAL,734001.0,IN
Jalandhar,PUNJAB,144003.0,IN
Methermia,TRIPURA,799287.0,IN
Purbo Medinepur,WEST BENGAL,721425.0,IN
SURAT,Gujarat,394105.0,IN
KOSLI,HARYANA,123303.0,IN
THURAIYUR,TAMIL NADU,621010.0,IN
WEST TRIPURA,TRIPURA,799010.0,IN
KOLACHAL,TAMIL NADU,629251.0,IN
Ajmer,Rajasthan,305001.0,IN
GHATSHILA,JHARKHAND,832303.0,IN
KALLIYOOR,KERALA,695042.0,IN
JAMNAGAR,Gujarat,361008.0,IN
NORTH GOA,GOA,403504.0,IN
BHAVNAGAR,Gujarat,364002.0,IN
ANANTAPUR,ANDHRA PRADESH,515765.0,IN
PERUMBAIKAD,KERALA,686008.0,IN
PALAKKAD,KERALA,678706.0,IN
HYDERABAd,TELANGANA,500013.0,IN
PARBHANI,MAHARASHTRA,431401.0,IN
Kolkata,WEST BENGAL,700136.0,IN
RAMPUR,UTTAR PRADESH,244927.0,IN
KOLKATA,WEST BENGAL,700035.0,IN
JAMMU,JAMMU & KASHMIR,180003.0,IN
"NERUL, NAVI MUMBAI",MAHARASHTRA,400706.0,IN
NEW TOWN,WEST BENGAL,700159.0,IN
BURHANPUR,MADHYA PRADESH,450331.0,IN
New Delhi,New Delhi,110019.0,IN
Kovalam,KERALA,695521.0,IN
Panchkula,HARYANA,134109.0,IN
KURUNDVAD,MAHARASHTRA,416106.0,IN
MUKERIAN,PUNJAB,144211.0,IN
MADIKONDA,TELANGANA,506142.0,IN
DARLAGHAT,HIMACHAL PRADESH,171102.0,IN
NAVALGUND,KARNATAKA,582208.0,IN
Malda,WEST BENGAL,732203.0,IN
Nabadwip,WEST BENGAL,741302.0,IN
KOZHIKODE,KERALA,673004.0,IN
delhi,DELHI,110007.0,IN
new delhi,DELHI,110045.0,IN
nashik,MAHARASHTRA,422207.0,IN
Mysuru,KARNATAKA,570023.0,IN
AKBARPUR NEAR KANPUR,UTTAR PRADESH,209101.0,IN
CHITYALA,TELANGANA,508254.0,IN
JAYGAON,WEST BENGAL,736182.0,IN
Madurai,TAMIL NADU,625002.0,IN
CHINCHOLI MIDC,MAHARASHTRA,413255.0,IN
Virar west,MAHARASHTRA,401303.0,IN
PHAGWARA,PUNJAB,144407.0,IN
MANGALURU,KARNATAKA,575005.0,IN
Pune,MAHARASHTRA,411051.0,IN
MYSURU,KARNATAKA,570021.0,IN
KANGAYAMPALAYAM,TAMIL NADU,641401.0,IN
RAIPUR,CHHATTISGARH,492012.0,IN
Kahnuwan (Gurdaspur),PUNJAB,143528.0,IN
BANGALORE,KARNATAKA,560054.0,IN
Meerut,UTTAR PRADESH,250003.0,IN
BARDHAMAN,WEST BENGAL,713212.0,IN
Madurai,TAMIL NADU,625201.0,IN
THODUPUZHA,KERALA,685588.0,IN
"Sabang, paschim Medinipur",WEST BENGAL,721144.0,IN
ARARIA,BIHAR,854332.0,IN
PUNE,MAHARASHTRA,412213.0,IN
Endada/vishaka patnam,ANDHRA PRADESH,531162.0,IN
Kolhapur,MAHARASHTRA,416012.0,IN
KOTTAYAM,KERALA,686544.0,IN
"Eratupetta,KOTTAYAM(district)",KERALA,686579.0,IN
Alwar,RAJASTHAN,321605.0,IN
Bangla chouraha,UTTAR PRADESH,273161.0,IN
North West Delhi,Delhi,110089.0,IN
TIRUPATHUR VELLORE DISTRICT,TAMIL NADU,635601.0,IN
UTTAR BAGDOGRA,WEST BENGAL,734012.0,IN
Coimbatore,TAMIL NADU,641109.0,IN
BANGALORE,KARNATAKA,560064.0,IN
THIRUVALAM,TAMIL NADU,632519.0,IN
DINDORI,MADHYA PRADESH,481880.0,IN
Chennai,TAMIL NADU,600020.0,IN
"Sanganapuram, Tirunelveli district",TAMIL NADU,627114.0,IN
Sonipat,HARYANA,131001.0,IN
KARUMATHAMPATTI,TAMIL NADU,641659.0,IN
PALAKKAD,KERALA,678624.0,IN
SOLAPUR,MAHARASHTRA,413214.0,IN
Nagaon,ASSAM,782002.0,IN
MANCHERIAL,TELANGANA,504302.0,IN
BENGALURU,KARNATAKA,562112.0,IN
MANGALURU,KARNATAKA,575028.0,IN
JAMNAGAR,Gujarat,361007.0,IN
Abhayapuri,ASSAM,783384.0,IN
Kochi,KERALA,682036.0,IN
Samastipur,Bihar,848130.0,IN
South 24 Parganas,WEST BENGAL,743376.0,IN
New Delhi,DELHI,110044.0,IN
GOPALGANJ,BIHAR,841441.0,IN
KURNOOL,ANDHRA PRADESH,518005.0,IN
AIMANAM,KERALA,686015.0,IN
KOCHI,KERALA,682026.0,IN
KOTTAKUPPAM,TAMIL NADU,605101.0,IN
Guwahati,ASSAM,781038.0,IN
HARINA,JHARKHAND,828306.0,IN
Jodhpur,RAJASTHAN,342008.0,IN
"Kakkanad, Kochi",KERALA,682030.0,IN
TISWADI,GOA,403202.0,IN
Rupnagar,PUNJAB,140001.0,IN
PATHARBERIA,WEST BENGAL,743377.0,IN
KAMAREDDY,TELANGANA,503145.0,IN
THIRUVANANTHAPURAM,KERALA,695006.0,IN
VARAM,KERALA,670594.0,IN
KOZHENCHERY,KERALA,689533.0,IN
Delhiq,DELHI,110065.0,IN
Panvel,MAHARASHTRA,410207.0,IN
KALAMBOLI,MAHARASHTRA,410218.0,IN
PATIALA,PUNJAB,147006.0,IN
PATHANAMTHITTA,KERALA,689584.0,IN
Kolkata,WEST BENGAL,700045.0,IN
Banaganapalli,ANDHRA PRADESH,518124.0,IN
NANDED,MAHARASHTRA,431601.0,IN
PURULIA,WEST BENGAL,723130.0,IN
SWAMIMALAI,TAMIL NADU,612302.0,IN
SAMASTIPUR,BIHAR,848207.0,IN
CHIRAMANANGAD,KERALA,680604.0,IN
Mumbai,MAHARASHTRA,400061.0,IN
MACHILIPATNAM,ANDHRA PRADESH,521001.0,IN
"Kanipora,Nowgam Srinagar",JAMMU & KASHMIR,190015.0,IN
BARKI SARAIYA,JHARKHAND,825320.0,IN
CHEBROLE KHANDRIKA,ANDHRA PRADESH,534406.0,IN
Mumbai,MAHARASHTRA,400095.0,IN
CHITTOOR,ANDHRA PRADESH,517123.0,IN
Bengaluru 560020,KARNATAKA,560020.0,IN
Hanmakonda,TELANGANA,505001.0,IN
Chenguvetty,KERALA,676501.0,IN
mumbai,MAHARASHTRA,400012.0,IN
KURNOOL,ANDHRA PRADESH,518221.0,IN
Pondicherry,PUDUCHERRY,605013.0,IN
KAKKANAD,KERALA,682030.0,IN
GOPALAPURAM,ANDHRA PRADESH,534316.0,IN
VISSANNAPET,ANDHRA PRADESH,521215.0,IN
Bengaluru,KARNATAKA,562157.0,IN
DOD BALLAPUR,KARNATAKA,561203.0,IN
Delhi,DELHI,110087.0,IN
PASIGHAT,ARUNACHAL PRADESH,791102.0,IN
"Sundrel,  DHAR DISTRICT",MADHYA PRADESH,454552.0,IN
Pirna,GOA,403513.0,IN
BARHALGANJ,UTTAR PRADESH,273402.0,IN
TRIPUNITHURA,KERALA,682301.0,IN
BHILAI,CHHATTISGARH,490011.0,IN
"METTUR,Salem",TAMIL NADU,636401.0,IN
DEOLI,RAJASTHAN,304804.0,IN
BILANDAPUR,WEST BENGAL,743355.0,IN
Kotturu,ANDHRA PRADESH,532455.0,IN
Vadanappally,KERALA,680614.0,IN
Aluva,KERALA,683101.0,IN
SARCARSAMAKULAM,TAMIL NADU,641107.0,IN
Hyderabad,TELANGANA,500073.0,IN
Ranikhet,UTTARAKHAND,263645.0,IN
Kathar,PUNJAB,144106.0,IN
KOLKATA,WEST BENGAL,700146.0,IN
JABALPUR,MADHYA PRADESH,482021.0,IN
DOMBIVLI east,MAHARASHTRA,421201.0,IN
UTTARNAYABAD,WEST BENGAL,700135.0,IN
GUNTUR,ANDHRA PRADESH,522409.0,IN
COIMBATORE,TAMIL NADU,641043.0,IN
NEW Delhi,DELHI,110044.0,IN
BIKANER,RAJASTHAN,334004.0,IN
NEW DELHI 110059,DELHI,110059.0,IN
EAST DELHI,Delhi,110096.0,IN
Greater Noida West,UTTAR PRADESH,201306.0,IN
MALERKOTLA,PUNJAB,148023.0,IN
Ahmedabad,Gujarat,380005.0,IN
PURI,ODISHA,752109.0,IN
DEHRADUn,UTTARAKHAND,248006.0,IN
GORANTLA,ANDHRA PRADESH,515231.0,IN
GHAZIABAD,UTTAR PRADESH,201004.0,IN
Hyderabad,TELANGANA,500058.0,IN
Bangalore,KARNATAKA,560102.0,IN
HOSUR,TAMIL NADU,635114.0,IN
BELAGAVI,KARNATAKA,591108.0,IN
BAMORA,MADHYA PRADESH,464240.0,IN
Palampur,HIMACHAL PRADESH,176061.0,IN
VISAKHAPATNAM,ANDHRA PRADESH,530006.0,IN
mumbai,MAHARASHTRA,400057.0,IN
Meerut,UTTAR PRADESH,250001.0,IN
Bhubaneswar,Odisha,751001.0,IN
VERAVAL,Gujarat,362266.0,IN
Pune,MAHARASHTRA,411036.0,IN
KARNAWAL,UTTAR PRADESH,250344.0,IN
"AHMEDABAD,",Gujarat,380058.0,IN
Udupi,KARNATAKA,576221.0,IN
Mumbai,MAHARASHTRA,400042.0,IN
Bhubaneswar,ODISHA,751014.0,IN
Bhubaneswar,ODISHA,751007.0,IN
VARANASI,UTTAR PRADESH,221108.0,IN
BENGALURU 560085,KARNATAKA,560085.0,IN
BISHRAMPUR,CHHATTISGARH,497226.0,IN
Bengaluru,KARNATAKA,560024.0,IN
AMBALA,HARYANA,134007.0,IN
UDUPI,KARNATAKA,574118.0,IN
Kallakurichi,TAMIL NADU,605759.0,IN
"Atmakur, MANGALAGIRI",ANDHRA PRADESH,522503.0,IN
KOVALAM,KERALA,695501.0,IN
Nallasopara west,MAHARASHTRA,401203.0,IN
JATARI,UTTAR PRADESH,202137.0,IN
GORAKHPUR,UTTAR PRADESH,273003.0,IN
BADNAWAR,MADHYA PRADESH,454660.0,IN
Anta city,RAJASTHAN,325202.0,IN
hotar,WEST BENGAL,743610.0,IN
THALAKKULATHUR,KERALA,673317.0,IN
IMPHAL,MANIPUR,795003.0,IN
Kizhakkambalam,KERALA,683562.0,IN
VIJAYAWADA,ANDHRA PRADESH,521241.0,IN
Nandyal,ANDHRA PRADESH,518501.0,IN
BELAGAVI,KARNATAKA,590009.0,IN
VALAYAM,KERALA,673517.0,IN
KAMRUP,ASSAM,781022.0,IN
KANPUR,UTTAR PRADESH,208009.0,IN
NTPC TANDA COLONY,UTTAR PRADESH,224238.0,IN
chand nagar,New Delhi,110018.0,IN
KOLLAM,KERALA,691003.0,IN
Mysuru,KARNATAKA,570001.0,IN
ANTAH,RAJASTHAN,325202.0,IN
BELAGAVI Shedbal,KARNATAKA,591315.0,IN
BANGAON,ASSAM,781303.0,IN
AMTA,WEST BENGAL,711401.0,IN
AHMEDABAD,Gujarat,382480.0,IN
TIRUCHIRAPPALLI,TAMIL NADU,620102.0,IN
Ambala,HARYANA,133001.0,IN
PUNE,MAHARASHTRA,411017.0,IN
THIRUVANANTHAPURAM,KERALA,695551.0,IN
Hyderabad,TELANGANA,502319.0,IN
Chennai,TAMIL NADU,600088.0,IN
PALAKKAD,KERALA,678003.0,IN
Gondia,MAHARASHTRA,441601.0,IN
THIRUVANANTHAPURAM,KERALA,695306.0,IN
BHANDARA,MAHARASHTRA,441906.0,IN
Gurgaon,HARYANA,122101.0,IN
AHMEDABAD,Gujarat,382440.0,IN
HUBLI,KARNATAKA,580029.0,IN
SAKLESHPUR,KARNATAKA,573134.0,IN
DHULE,MAHARASHTRA,425410.0,IN
Ghaziabad,UTTAR PRADESH,201016.0,IN
MYSURU,KARNATAKA,570003.0,IN
BANGALORE,KARNATAKA,560061.0,IN
TENALI,ANDHRA PRADESH,522201.0,IN
PATHANKOT,PUNJAB,145001.0,IN
GUNTUR,ANDHRA PRADESH,522003.0,IN
Dubbak peddagundavelli,TELANGANA,502108.0,IN
PARWANOO,HIMACHAL PRADESH,173220.0,IN
NORTH WEST DELHI,DELHI,110034.0,IN
MAINPURI,UTTAR PRADESH,205001.0,IN
Pune,MAHARASHTRA,411041.0,IN
Hyderabad,TELANGANA,500056.0,IN
Bhandup- East,MAHARASHTRA,400042.0,IN
MUMBA,MAHARASHTRA,400006.0,IN
Natrampalli,TAMIL NADU,635852.0,IN
Otur,MAHARASHTRA,412409.0,IN
Vijayawada,ANDHRA PRADESH,521137.0,IN
SATARA,MAHARASHTRA,415513.0,IN
Gairsain,UTTARAKHAND,246428.0,IN
KAIKALUR,ANDHRA PRADESH,521333.0,IN
hyderabad,TELANGANA,500094.0,IN
DUNGARPUR,RAJASTHAN,314038.0,IN
DELHI,DELHI,110064.0,IN
THIRUVANANTHAPURAM,KERALA,695032.0,IN
CHITTOOR,ANDHRA PRADESH,517112.0,IN
GARIVIDI,ANDHRA PRADESH,535101.0,IN
North West Delhi,DELHI,110085.0,IN
NANGAL,PUNJAB,140124.0,IN
THANE west,MAHARASHTRA,400606.0,IN
KALYAN,MAHARASHTRA,421103.0,IN
KOZHENCHERY,KERALA,689514.0,IN
Durg,CHHATTISGARH,491001.0,IN
ATUL dist. Valsad,Gujarat,396020.0,IN
Delhi,DELHI,110034.0,IN
Ponda,GOA,403406.0,IN
GUNTUR,ANDHRA PRADESH,522016.0,IN
Patiala,PUNJAB,147001.0,IN
BARRACKPORE,WEST BENGAL,700118.0,IN
Imphal West,Manipur,795001.0,IN
PANTHEERAMKAVU,KERALA,673571.0,IN
NEW DELHI,DELHI,110011.0,IN
KYMORE,MADHYA PRADESH,483880.0,IN
"Kadri, Mangaluru, Dakshina Kannada (D)",KARNATAKA,575004.0,IN
Arambagh,WEST BENGAL,712601.0,IN
Kozhippilly Parashalappady,KERALA,686691.0,IN
Basti,UTTAR PRADESH,272001.0,IN
RAJNANDGAON,CHHATTISGARH,491441.0,IN
KOLKATA,WEST BENGAL,700058.0,IN
DWARAKA TIRUMALA,ANDHRA PRADESH,534426.0,IN
DEVANUR,KARNATAKA,577175.0,IN
NAGPUR,MAHARASHTRA,440005.0,IN
TIRUNELVELI,TAMIL NADU,627604.0,IN
SITAMARHI,BIHAR,843316.0,IN
Mysore,KARNATAKA,570008.0,IN
SOLAPUR,MAHARASHTRA,413002.0,IN
SENDHWA,MADHYA PRADESH,451666.0,IN
THIRUVANANTHAPURAM,KERALA,695028.0,IN
Thrissur,KERALA,680005.0,IN
KANDI,WEST BENGAL,742136.0,IN
brahmapur,ODISHA,760002.0,IN
PATNA,BIHAR,800016.0,IN
TRIMBAK,MAHARASHTRA,422212.0,IN
BALLY,WEST BENGAL,711204.0,IN
New Delhi,Delhi,110017.0,IN
Bengaluru,KARNATAKA,560097.0,IN
Hyderabad,TELANGANA,500094.0,IN
HAMIRPUR,HIMACHAL PRADESH,177020.0,IN
Ooty,TAMIL NADU,643001.0,IN
Raebareli,UTTAR PRADESH,229001.0,IN
JODHPUR,RAJASTHAN,342003.0,IN
GANJAM,ODISHA,761003.0,IN
TADEPALLIGUDEM,ANDHRA PRADESH,534102.0,IN
WARANGAL,TELANGANA,506370.0,IN
Dombivli (w),MAHARASHTRA,421202.0,IN
GHUMARWIN,HIMACHAL PRADESH,174021.0,IN
AHMEDABAD,Gujarat,380001.0,IN
KOTTAYAM,KERALA,686501.0,IN
tufanganj,WEST BENGAL,736159.0,IN
NAGPUR.,MAHARASHTRA,440037.0,IN
new delhi,New Delhi,110092.0,IN
Idukki,KERALA,685561.0,IN
MURSHIDABAD,WEST BENGAL,742237.0,IN
"Chalakudy , Thrissur",KERALA,680307.0,IN
BANGALORE,KARNATAKA,560059.0,IN
DINDIGUL,TAMIL NADU,624001.0,IN
Kallur- Thrissur,KERALA,680317.0,IN
Ernakulam,KERALA,682028.0,IN
SAMBALPUR,ODISHA,768001.0,IN
GURUGRAM,HARYANA,122503.0,IN
UDUPI,KARNATAKA,574115.0,IN
RAIPUR,CHHATTISGARH,492005.0,IN
Thane,MAHARASHTRA,400602.0,IN
Alaipur,WEST BENGAL,741245.0,IN
KHARAGPUR,WEST BENGAL,721303.0,IN
Siliguri,WEST BENGAL,734012.0,IN
THRISSUR,KERALA,680006.0,IN
COIMBATORE,TAMIL NADU,641024.0,IN
UDUPI,KARNATAKA,576283.0,IN
OTTAPPALAM,KERALA,679104.0,IN
CHURU,RAJASTHAN,331701.0,IN
CHANDIGARH,CHANDIGARH,160012.0,IN
THANJAVUR,TAMIL NADU,613501.0,IN
Hisar,HARYANA,125006.0,IN
KANNUR,KERALA,670611.0,IN
COIMBATORE,TAMIL NADU,641111.0,IN
PALIA KALAN,UTTAR PRADESH,262902.0,IN
DHARMSHALA,HIMACHAL PRADESH,176215.0,IN
ULUBERIA,WEST BENGAL,711315.0,IN
IDUKKI,KERALA,686513.0,IN
BAREILLY,UTTAR PRADESH,243701.0,IN
DEHRADUN,UTTARAKHAND,248004.0,IN
LOHARDAGA,JHARKHAND,835302.0,IN
KOLHAPUR,MAHARASHTRA,416235.0,IN
NELLORE,ANDHRA PRADESH,524303.0,IN
Loni,UTTAR PRADESH,201102.0,IN
Ernakulam,KERALA,683515.0,IN
SHAHBAD,HARYANA,136135.0,IN
New Delhi,Delhi,110087.0,IN
SARIGAM,Gujarat,396155.0,IN
Elamakkara,KERALA,682026.0,IN
Bangalore Rural,KARNATAKA,562110.0,IN
SHAHPUR,JHARKHAND,822110.0,IN
Kanyakumari,TAMIL NADU,629176.0,IN
MAKRONIA BUZURG,MADHYA PRADESH,470004.0,IN
CHIRAKKAL,KERALA,670011.0,IN
"NEW TOWN, Kolkata",WEST BENGAL,700156.0,IN
BILASPUR,CHHATTISGARH,495004.0,IN
GUMLA,JHARKHAND,835207.0,IN
KULLU,HIMACHAL PRADESH,175101.0,IN
kaithal,HARYANA,136027.0,IN
Madathukulam po,TAMIL NADU,642113.0,IN
MYSORE,KARNATAKA,570017.0,IN
BHAGHA PURANA,PUNJAB,142038.0,IN
SHIMOGA,KARNATAKA,577428.0,IN
KAKINADA,ANDHRA PRADESH,533001.0,IN
CHINIYALISAUR,UTTARAKHAND,249196.0,IN
"THANE, miraroad east",MAHARASHTRA,401107.0,IN
Kolkata,WEST BENGAL,700037.0,IN
BOMDILA,ARUNACHAL PRADESH,790001.0,IN
Kolkata,WEST BENGAL,700056.0,IN
KARWAR,KARNATAKA,581306.0,IN
Bengaluru,KARNATAKA,560083.0,IN
HOWRAH,WEST BENGAL,711201.0,IN
Kolkata,WEST BENGAL,700017.0,IN
DHULASIMLA,WEST BENGAL,711315.0,IN
VISAKHAPATNAM,ANDHRA PRADESH,530005.0,IN
khetri nagar jhunjhunu,RAJASTHAN,333504.0,IN
Raichur,KARNATAKA,584101.0,IN
RUPNARAYANPUR,WEST BENGAL,713386.0,IN
SAMASTIPUR,BIHAR,848134.0,IN
ERODE,TAMIL NADU,638001.0,IN
KUTHANALLUR,TAMIL NADU,614101.0,IN
Darbhanga,BIHAR,846009.0,IN
KENDUJHAR,ODISHA,758014.0,IN
Arcot,TAMIL NADU,632503.0,IN
kancheepuram,TAMIL NADU,603002.0,IN
Jehanabad,BIHAR,804417.0,IN
BENGALURU,KARNATAKA,560014.0,IN
JODHPUR,RAJASTHAN,342006.0,IN
Keshorai patan district bundi,RAJASTHAN,323601.0,IN
TAMBARAM CHENNAI,TAMIL NADU,600073.0,IN
Vijayawada,ANDHRA PRADESH,521151.0,IN
Anakapalli mandal,ANDHRA PRADESH,531001.0,IN
APPAKUDAL,TAMIL NADU,638315.0,IN
"GHAZIABAD,Sahibabad",UTTAR PRADESH,201005.0,IN
VADODARA,Gujarat,391345.0,IN
VADODARA,Gujarat,391350.0,IN
KAMRUP,ASSAM,781029.0,IN
PALAKKAD,KERALA,678006.0,IN
KORAPUT,ODISHA,764020.0,IN
KOLKATA,WEST BENGAL,700115.0,IN
Kozhikode,KERALA,673008.0,IN
Navi mumbai,MAHARASHTRA,400702.0,IN
PANDALAM,KERALA,689501.0,IN
BHOPAL,MADHYA PRADESH,462036.0,IN
BHAVANI,TAMIL NADU,638301.0,IN
MANGALDOI,ASSAM,784125.0,IN
NANGAL,PUNJAB,140126.0,IN
CHOCKLI,KERALA,670675.0,IN
Vellore,TAMIL NADU,632014.0,IN
TUMAKURU. Phone Number 9686000855,KARNATAKA,572102.0,IN
YANAM,PUDUCHERRY,533464.0,IN
KATRENIKONA,ANDHRA PRADESH,533212.0,IN
DABHOI,Gujarat,391107.0,IN
BANGALORE CITY 560002,KARNATAKA,560002.0,IN
Pathanamthitta,KERALA,689543.0,IN
JANGIPUR,WEST BENGAL,742227.0,IN
MYSURU,KARNATAKA,570018.0,IN
PANIPAT,HARYANA,132104.0,IN
Faridabad,HARYANA,121007.0,IN
Delhi,Delhi,110008.0,IN
GHARAUNDA,HARYANA,132114.0,IN
JUNAGARH,ODISHA,766014.0,IN
Auraiya,UTTAR PRADESH,206128.0,IN
"Kamatchipuram, Theni",TAMIL NADU,625520.0,IN
Lucknow,UTTAR PRADESH,226022.0,IN
KOLLAM,KERALA,691013.0,IN
TIRUVALLUR,TAMIL NADU,600062.0,IN
UDUPI,KARNATAKA,576223.0,IN
New Delhi,DELHI,110015.0,IN
"SION , MUMBAI",MAHARASHTRA,400022.0,IN
DHANBAD,JHARKHAND,828104.0,IN
Mulakalapally mandl,TELANGANA,507115.0,IN
BARAN,RAJASTHAN,325205.0,IN
Jodhpur,RAJASTHAN,342007.0,IN
KOLKATA,WEST BENGAL,700142.0,IN
Ahmedabad,Gujarat,382449.0,IN
PORBANDAR,Gujarat,360575.0,IN
VOLETIVARIPALEM,ANDHRA PRADESH,523113.0,IN
JEELUGU MILLI,ANDHRA PRADESH,534456.0,IN
KHAROD,Gujarat,394115.0,IN
Teh. Phagwara Distt. Kapurthala,PUNJAB,144405.0,IN
KAKKALUR,TAMIL NADU,602003.0,IN
Thiruvananthapuram,KERALA,695001.0,IN
MACHHLISHAHR,UTTAR PRADESH,222144.0,IN
Ahmedabad,Gujarat,380061.0,IN
VARANASi,UTTAR PRADESH,221002.0,IN
Naya gaon,PUNJAB,160103.0,IN
ADOOR,KERALA,691525.0,IN
mangalore,KARNATAKA,575004.0,IN
THIRUVALLA,KERALA,689107.0,IN
Chopda,MAHARASHTRA,425107.0,IN
Bhupalpalle,TELANGANA,506169.0,IN
AHMADNAGAR,MAHARASHTRA,414111.0,IN
Warangal,TELANGANA,506370.0,IN
Kota,RAJASTHAN,324001.0,IN
UNNAO,UTTAR PRADESH,209870.0,IN
Taj Nagri phase 2  Agra,UTTAR PRADESH,282001.0,IN
BHIWANI,HARYANA,127030.0,IN
New Delhi,DELHI,110060.0,IN
ERNAKULAM,KERALA,682022.0,IN
TIRUCHIRAPPALLI,TAMIL NADU,620101.0,IN
TITWALA EAST,MAHARASHTRA,421605.0,IN
JHARSUGUDA,ODISHA,768203.0,IN
BANAPUR,ODISHA,752031.0,IN
ANANTAPALLI,ANDHRA PRADESH,534112.0,IN
AGARTALA,TRIPURA,799004.0,IN
Jagraon,PUNJAB,142026.0,IN
DOGACHHIA BARDDHAMAN DISTRICT,WEST BENGAL,713513.0,IN
SOLAPUR,MAHARASHTRA,413005.0,IN
Mira Road,MAHARASHTRA,401107.0,IN
BODHAN,TELANGANA,503180.0,IN
MADHURAWADA,ANDHRA PRADESH,531163.0,IN
KARIMNAGAR,TELANGANA,505531.0,IN
